Name,Description,Order,Area Served,Type,Subtype,Spaces,Floor,Building,Dashboard,Device ID,Device Name,Description
VAV-64,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-4,3rd,Building,VAV_Reheat_G36,1071,VAV-64,G36 VAV
VAV-65,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-5,3rd,Building,VAV_Reheat_G36,1072,VAV-65,G36 VAV
VAV-66,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-6,3rd,Building,VAV_Reheat_G36,1073,VAV-66,G36 VAV
VAV-67,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-7,3rd,Building,VAV_Reheat_G36,1074,VAV-67,G36 VAV
VAV-68,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-8,3rd,Building,VAV_Reheat_G36,1075,VAV-68,G36 VAV
VAV-69,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-9,3rd,Building,VAV_Reheat_G36,1076,VAV-69,G36 VAV
VAV-70,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-10,3rd,Building,VAV_Reheat_G36,1077,VAV-70,G36 VAV
VAV-71,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-11,3rd,Building,VAV_Reheat_G36,1078,VAV-71,G36 VAV
VAV-72,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-12,3rd,Building,VAV_Reheat_G36,1079,VAV-72,G36 VAV
VAV-73,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-13,3rd,Building,VAV_Reheat_G36,1080,VAV-73,G36 VAV
VAV-74,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-14,3rd,Building,VAV_Reheat_G36,1081,VAV-74,G36 VAV
VAV-75,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-15,3rd,Building,VAV_Reheat_G36,1082,VAV-75,G36 VAV
VAV-76,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-16,3rd,Building,VAV_Reheat_G36,1083,VAV-76,G36 VAV
VAV-77,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-17,3rd,Building,VAV_Reheat_G36,1084,VAV-77,G36 VAV
VAV-78,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-18,3rd,Building,VAV_Reheat_G36,1085,VAV-78,G36 VAV
VAV-79,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-19,3rd,Building,VAV_Reheat_G36,1086,VAV-79,G36 VAV
VAV-80,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-20,3rd,Building,VAV_Reheat_G36,1087,VAV-80,G36 VAV
VAV-81,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-21,3rd,Building,VAV_Reheat_G36,1088,VAV-81,G36 VAV
VAV-82,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-22,3rd,Building,VAV_Reheat_G36,1089,VAV-82,G36 VAV
VAV-83,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-23,3rd,Building,VAV_Reheat_G36,1090,VAV-83,G36 VAV
VAV-84,G36 VAV,1,Office,HVAC_Equipment:Terminal_Unit,VAV w/Reheat,Rm-3-24,3rd,Building,VAV_Reheat_G36,1091,VAV-84,G36 VAV
